diseaseid,disease_name,disease_type,drug_id,drug_name,drug_type,approval_status
C0021368,inflammation,disease,CHEMBL13280,flunitrazepam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL524,methoxamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL526,propofol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL527,piroxicam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL528,ceftizoxime,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL101,phenylbutazone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL529,azithromycin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL530,amdinocillin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL531,pergolide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL532,erythromycin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL533,ibutilide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL103,progesterone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL534,ketotifen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL535,sunitinib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL537,hydroquinone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL539,acetic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL14060,phenol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL544,mequinol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL104,clotrimazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL105,mitomycin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL545,alcohol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL546,oxprenolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL106,fluconazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL547,isotretinoin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL14376,iloperidone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL548,dinoprostone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL278020,neostigmine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL14370,reboxetine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL549,citalopram,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL550,pilocarpine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL107,colchicine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL553,erlotinib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL554,lapatinib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL108,carbamazepine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL109,valproic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL277100,temafloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL110,benznidazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL556,deferoxamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL558,mexiletine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL559,dextrothyroxine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL111,rimonabant,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL273575,nomifensine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL561,lomefloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL562,griseofulvin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL563,flurbiprofen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL564,promazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL565,clofibrate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL112,acetaminophen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL113,caffeine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL16073,phenacetin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL567,perphenazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL568,oxazepam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL15770,sulindac,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL15677,fenclofenac,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL276520,indalpine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL569,procaine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL570,triflupromazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL571,ketoprofen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL572,nitrofurantoin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL15870,indoprofen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL15891,lindane,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL573,niacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL575,methicillin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL16080,trichloroethane,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL577,enalaprilat anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL578,enalapril,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL580,lorazepam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL582,isopropyl alcohol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL583,grepafloxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL114,saquinavir,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL115,indinavir anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL584,nelfinavir,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL116,amprenavir,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL585,triamterene,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL16476,pronetalol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL118,celecoxib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL119,trimetrexate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL588,fenoldopam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL589,ropinirole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL590,menadione,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL591,ethchlorvynol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL17157,terfenadine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL592,levorphanol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL593,delavirdine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL594,emedastine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL595,pioglitazone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL596,fentanyl,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL121,rosiglitazone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL17879,maralixibat chloride,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL17860,lofexidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL597,phentolamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL18442,plerixafor,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL18116,toloxatone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL599,meloxicam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL600,acetylcysteine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL601,aminolevulinic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL602,cysteamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19019,naltrexone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL603,zafirlukast,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL276568,"cefprozil anhydrous, (e)-",Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL122,rofecoxib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19236,moxonidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL604,cupric sulfate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL605,procainamide hydrochloride,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL606,misoprostol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL278623,macimorelin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL607,meperidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL282052,methaqualone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL608,probucol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19299,loxoprofen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL609,trientine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19490,zomepirac,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL611,terazosin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19393,levamfetamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL612,dextroamphetamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL282724,sitaxentan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL614,pyrazinamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL19449,ibudilast,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL282042,saquinavir mesylate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL615,penicillin v,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL617,cephalothin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL125,miltefosine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL126,linezolid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL620,clidinium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL127,meropenem,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL621,trazodone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL622,etodolac,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL21333,pranlukast,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL623,nefazodone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL625,thiabendazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL21536,xanomeline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL626,naftifine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL628,pentoxifylline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL629,amitriptyline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL21869,dibromsalan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL24944,tribromsalan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL128,sumatriptan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL631,propafenone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL632,betamethasone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL633,amiodarone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL634,alfentanil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL635,prednisone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL636,rivastigmine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL637,venlafaxine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL129,zidovudine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL638,voriconazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL639,azelastine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL130,chloramphenicol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL640,procainamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL641,atomoxetine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL642,acebutolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL643,promethazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL131,prednisolone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL644,trimipramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL645,bisoprolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL646,triazolam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL647,apraclonidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL648,cyclizine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL434394,nebivolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL650,methylprednisolone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL651,methadone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL652,flecainide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL134,clonidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL654,mirtazapine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL655,midazolam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL22242,remoxipride,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL656,oxycodone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL135,estradiol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL657,diphenhydramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL658,sufentanil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL659,galantamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL660,amantadine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL661,alprazolam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL21731,maprotiline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL666,foscarnet,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL667,acetylcholine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL137,metronidazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL668,protriptyline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL669,cyclobenzaprine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL671,thiotepa,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL672,fenofibrate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL673,pargyline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL675,alendronate sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL677,levonordefrin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL679,epinephrine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL680,cefaclor anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL681,etomidate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL682,amodiaquine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL684,diethylcarbamazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL685,mebendazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL139,diclofenac,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL686,mefenamic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL688,fentanyl citrate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL689,mannitol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL690,pravastatin sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL24072,prenylamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL691,ethinyl estradiol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL284348,dalfampridine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL692,glycerin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL695,trimethadione,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL696,ethosuximide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL697,methsuximide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL698,tetracaine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL700,sulfapyridine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL701,baclofen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL702,piperacillin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL703,suxamethonium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL704,mesalamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL705,alitretinoin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL706,cetyl alcohol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL24778,silodosin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL282468,choline chloride,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL707,doxazosin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL24828,vandetanib,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL278819,minaprine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL25202,tamibarotene,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL708,ziprasidone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL709,alfuzosin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL710,finasteride,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL711,phenindione,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL712,anisindione,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL713,entecavir anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL141,lamivudine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL714,albuterol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL715,olanzapine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL716,quetiapine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL717,medroxyprogesterone acetate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL719,mupirocin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL720,benzyl alcohol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL28318,propyphenazone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL723,carvedilol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL726,fluphenazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL727,thioguanine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL27193,dilevalol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL728,prochlorperazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL729,lopinavir,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL730,nitroglycerin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL734,acetohydroxamic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL738,thiopental sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL30219,methohexital sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL741,lamotrigine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL742,ketamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL744,riluzole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL746,nedocromil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL748,pralidoxime chloride,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL750,zonisamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL752,adenosine phosphate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL753,phenoxybenzamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL754,foscarnet sodium,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL760,anagrelide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL761,naphazoline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL762,oxymetazoline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL765,guanethidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL766,cilastatin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL768,esmolol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL770,tolazoline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL771,cycloserine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL148,imipenem anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL772,reserpine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL773,glycine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL776,metaproterenol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL777,clavulanic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL778,dexmedetomidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL779,tadalafil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL33986,butorphanol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL780,pentetic acid,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL781,mazindol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL290106,bithionol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL782,tolbutamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL783,nateglinide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL32479,brotizolam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL786,tamoxifen citrate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL787,montelukast,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL788,idoxuridine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL36506,novobiocin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL152,cidofovir anhydrous,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL790,chlorhexidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL32800,fenoterol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL796,methylphenidate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL285674,estazolam,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL797,phensuximide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL34259,methotrexate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL284092,gepirone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL799,cilostazol,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL802,minoxidil,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL154,naproxen,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL416956,mefloquine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL803,cytarabine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL806,flutamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL807,memantine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL808,econazole,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL809,sertraline,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL810,temozolomide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL811,brompheniramine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL37744,zimeldine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL812,pyridostigmine bromide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL813,eprosartan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL289469,granisetron,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL814,fluvoxamine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL441738,afamelanotide,Protein,Investigational
C0021368,inflammation,disease,CHEMBL815,dinoprost,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL39736,buformin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL38827,lumefantrine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL817,tolazamide,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL818,iobenguane,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL819,oxacillin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL290960,nifurtimox,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL820,busulfan,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL821,guanidine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL822,terbinafine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL826,enoxacin,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL827,dexmethylphenidate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL829,methylpromazine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL43128,primaquine phosphate,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL830,eflornithine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL831,loxapine,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL832,sulfinpyrazone,Small molecule,Investigational
C0021368,inflammation,disease,CHEMBL288470,aminopyrine,Small molecule,Investigational
